bing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043478260869565216	0.043478260869565216	0.043478260869565216	0.03278688524590164	0.03278688524590164	0.024193548387096774	0.024193548387096774	0.021621621621621623	0.021621621621621623	0.007704160246533128	0.007704160246533128	0.025956895274143677	0.0	0.0	0.0	0.043478260869565216

data mining	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12933753943217666	0.12933753943217666	0.12933753943217666	0.12933753943217666	0.12933753943217666	0.12933753943217666	0.12933753943217666	0.12574850299401197	0.11650485436893204	0.10909090909090909	0.09577922077922078	0.0978810316251326	0.0	0.0	0.0	0.058823529411764705

google	0.0	0.2	0.1	0.0	0.2	0.2	0.0	0.2	0.13333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.09090909090909091	0.09090909090909091	0.06382978723404255	0.06382978723404255	0.010582010582010581	0.010582010582010581	0.007704160246533128	0.007704160246533128	0.10127167646100207	0.0	0.16126870684347938	0.1886318538420585	0.3333333333333333

salsa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

web search	0.0	0.2	0.1	0.0	0.016666666666666666	0.016666666666666666	0.0	0.03076923076923077	0.02857142857142857	0.3333333333333333	0.14285714285714285	0.14285714285714285	0.13432835820895522	0.11403508771929824	0.09104704097116843	0.09104704097116843	0.09104704097116843	0.09104704097116843	0.09104704097116843	0.09104704097116843	0.10435575018072701	0.0	0.12663167705327652	0.11775763383786521	0.3333333333333333

